source,external_id,lat,lon,species
legacy_api,1019,-33.40385894654783,-70.56889944684185,
legacy_api,1020,-33.40420491996538,-70.56881826377527,
legacy_api,1021,-33.404084540972974,-70.56888258462422,
legacy_api,1022,-33.40432518997087,-70.56876127963045,
legacy_api,1023,-33.40467910453035,-70.56857897300799,
legacy_api,1024,-33.40460259776117,-70.56862169844358,
legacy_api,1025,-33.404741500320085,-70.56780383001424,
legacy_api,1026,-33.4047484,-70.5675939,
legacy_api,1027,-33.40455193678792,-70.5673800501692,
legacy_api,1028,-33.40469695467526,-70.56783312399814,
legacy_api,1029,-33.40436160910836,-70.56696851337117,
legacy_api,1030,-33.404460279065226,-70.56704357812815,
legacy_api,1031,-33.4042309,-70.5665615,
legacy_api,1032,-33.40408503195663,-70.56637731405557,
legacy_api,1033,-33.40403765664754,-70.56616931716451,
legacy_api,1034,-33.40392013271054,-70.56604175963764,
legacy_api,1036,-33.403757083847864,-70.56568154995236,
legacy_api,1039,-33.40334909700267,-70.56586490503818,
legacy_api,1040,-33.40319833693834,-70.56590859532794,
legacy_api,1041,-33.40312884135034,-70.56591499267012,
legacy_api,1045,-33.40289880863097,-70.56610543102822,
legacy_api,1047,-33.40274641981996,-70.56624197914662,
legacy_api,1048,-33.40265720437,-70.56684919814148,
legacy_api,1049,-33.40283093519615,-70.56718083977668,
legacy_api,1050,-33.402761239847706,-70.5670553342365,
legacy_api,1051,-33.40280595368303,-70.56718859029716,
legacy_api,1052,-33.40286246711243,-70.5673877958429,
legacy_api,1053,-33.40302799940703,-70.56775885369892,
legacy_api,1054,-33.403166355825164,-70.56806400828083,
legacy_api,1055,-33.40324298612554,-70.56821221272864,
legacy_api,1056,-33.40329713633924,-70.56822871624271,
legacy_api,1057,-33.40349193942443,-70.56874070805245,
legacy_api,1058,-33.403513545435786,-70.56883670396225,
legacy_api,1059,-33.40272303616106,-70.56941728161526,
legacy_api,1060,-33.402635736808655,-70.56954297571308,
legacy_api,1061,-33.40214291091876,-70.56890777889069,
legacy_api,1062,-33.40215488564145,-70.56893215580412,
legacy_api,1063,-33.401928615104964,-70.56841118436441,
legacy_api,1064,-33.401683175656295,-70.56779466265358,
legacy_api,1065,-33.40164803489916,-70.56698073461794,
legacy_api,1066,-33.401705847555796,-70.56693410868132,
legacy_api,1067,-33.401997321746244,-70.56655690976379,
legacy_api,1068,-33.4021275,-70.5666116,
legacy_api,1069,-33.40223314733983,-70.56662461359207,
legacy_api,1070,-33.402445868322566,-70.56648539271295,
