source,external_id,lat,lon,species
legacy_api,743,-33.400507,-70.5557316,
legacy_api,749,-33.4006352,-70.5556217,
legacy_api,754,-33.4006805,-70.5555181,
legacy_api,757,-33.4003325,-70.5553335,
legacy_api,761,-33.4004274,-70.5556318,
legacy_api,764,-33.4002498,-70.5555631,
legacy_api,765,-33.4003602,-70.5556753,
legacy_api,766,-33.4003669,-70.5558858,
legacy_api,767,-33.4004633,-70.55566,
legacy_api,768,-33.4002072,-70.5558254,
legacy_api,769,-33.4004113,-70.5557248,
legacy_api,770,-33.4002591,-70.5558283,
legacy_api,771,-33.4000314,-70.5559257,
legacy_api,772,-33.4000811,-70.5558949,
legacy_api,773,-33.4000656,-70.5559082,
legacy_api,774,-33.3999824,-70.5559607,
legacy_api,775,-33.3999139,-70.5559941,
legacy_api,776,-33.3999015,-70.555935,
legacy_api,777,-33.3999909,-70.5559421,
legacy_api,778,-33.3998389,-70.5559779,
legacy_api,779,-33.3998443,-70.5559301,
legacy_api,780,-33.3998286,-70.5560004,
legacy_api,781,-33.3998941,-70.5558985,
legacy_api,782,-33.3993197,-70.5562109,
legacy_api,783,-33.3992806,-70.5563113,
legacy_api,784,-33.3992711,-70.5563403,
legacy_api,785,-33.3993897,-70.5557675,
legacy_api,786,-33.3993049,-70.5562249,
legacy_api,787,-33.3991023,-70.5563944,
legacy_api,788,-33.3992724,-70.556386,
legacy_api,789,-33.3990793,-70.5562879,
legacy_api,790,-33.3991995,-70.5565064,
legacy_api,791,-33.3993305,-70.556062,
legacy_api,792,-33.3990414,-70.5560799,
legacy_api,793,-33.3994078,-70.5558064,
legacy_api,794,-33.3989287,-70.5559714,
legacy_api,795,-33.3989129,-70.5558495,
legacy_api,796,-33.3990182,-70.555837,
legacy_api,797,-33.3988514,-70.5558945,
legacy_api,798,-33.3987864,-70.5558771,
legacy_api,866,-33.40012060798048,-70.56809412150496,
legacy_api,867,-33.39787713454923,-70.56840696130801,
legacy_api,868,-33.39788767440622,-70.56813149536038,
legacy_api,869,-33.39743015289364,-70.56803433231725,
legacy_api,871,-33.39738758504374,-70.56572382934692,
legacy_api,872,-33.397651614160544,-70.56509864926316,
legacy_api,874,-33.39808858648963,-70.56507418385965,
legacy_api,878,-33.39650767438089,-70.5625698771473,
legacy_api,946,-33.4002109,-70.5558509,
legacy_api,947,-33.3999989,-70.5559225,
legacy_api,958,-33.400347876165036,-70.55545548099711,
legacy_api,959,-33.4004193,-70.5558642,
legacy_api,960,-33.4004321,-70.5557082,
legacy_api,961,-33.399852,-70.5559879,
legacy_api,962,-33.3999098,-70.5559574,
legacy_api,963,-33.3998443,-70.5559132,
legacy_api,964,-33.3992954,-70.5563238,
legacy_api,965,-33.3991494,-70.5566401,
legacy_api,966,-33.399068,-70.5560674,
legacy_api,967,-33.3990329,-70.5559043,
legacy_api,968,-33.3989194,-70.5560018,
legacy_api,969,-33.3987957,-70.5559275,
legacy_api,989,-33.39718172665141,-70.56735861536247,
legacy_api,993,-33.39809987375963,-70.5645718683103,
legacy_api,994,-33.39736248665014,-70.56294129127045,
legacy_api,995,-33.39701262093342,-70.56207898469015,
legacy_api,1019,-33.40385894654783,-70.56889944684185,
legacy_api,1020,-33.40420491996538,-70.56881826377527,
legacy_api,1021,-33.404084540972974,-70.56888258462422,
legacy_api,1022,-33.40432518997087,-70.56876127963045,
legacy_api,1023,-33.40467910453035,-70.56857897300799,
legacy_api,1024,-33.40460259776117,-70.56862169844358,
legacy_api,1025,-33.404741500320085,-70.56780383001424,
legacy_api,1026,-33.4047484,-70.5675939,
legacy_api,1027,-33.40455193678792,-70.5673800501692,
legacy_api,1028,-33.40469695467526,-70.56783312399814,
legacy_api,1029,-33.40436160910836,-70.56696851337117,
legacy_api,1030,-33.404460279065226,-70.56704357812815,
legacy_api,1031,-33.4042309,-70.5665615,
legacy_api,1032,-33.40408503195663,-70.56637731405557,
legacy_api,1033,-33.40403765664754,-70.56616931716451,
legacy_api,1034,-33.40392013271054,-70.56604175963764,
legacy_api,1035,-33.403703249944435,-70.56546271182378,
legacy_api,1036,-33.403757083847864,-70.56568154995236,
legacy_api,1037,-33.40340979471315,-70.56566175690882,
legacy_api,1038,-33.403489345129294,-70.56567303377697,
legacy_api,1039,-33.40334909700267,-70.56586490503818,
legacy_api,1040,-33.40319833693834,-70.56590859532794,
legacy_api,1041,-33.40312884135034,-70.56591499267012,
legacy_api,1042,-33.403159033453996,-70.56584710896927,
legacy_api,1043,-33.403004846358435,-70.56595850821438,
legacy_api,1044,-33.40291225887662,-70.5659634162265,
legacy_api,1045,-33.40289880863097,-70.56610543102822,
legacy_api,1046,-33.402861320036855,-70.56600665533918,
legacy_api,1047,-33.40274641981996,-70.56624197914662,
legacy_api,1048,-33.40265720437,-70.56684919814148,
legacy_api,1049,-33.40283093519615,-70.56718083977668,
