source,external_id,lat,lon,species
legacy_api,1035,-33.403703249944435,-70.56546271182378,
legacy_api,1037,-33.40340979471315,-70.56566175690882,
legacy_api,1038,-33.403489345129294,-70.56567303377697,
legacy_api,1042,-33.403159033453996,-70.56584710896927,
legacy_api,1043,-33.403004846358435,-70.56595850821438,
legacy_api,1044,-33.40291225887662,-70.5659634162265,
legacy_api,1046,-33.402861320036855,-70.56600665533918,
legacy_api,1071,-33.4014539,-70.5635026,
legacy_api,1072,-33.40157867545102,-70.5637355159881,
legacy_api,1073,-33.40159040584376,-70.5637666849595,
legacy_api,1074,-33.40170649729147,-70.56414524954842,
legacy_api,1102,-33.40094509659826,-70.56202485888686,
legacy_api,1103,-33.40099918821117,-70.56190802399948,
legacy_api,1104,-33.40123369495874,-70.56141545423067,
legacy_api,1105,-33.4014324283221,-70.56099655376431,
legacy_api,1106,-33.40146829927341,-70.56096496093545,
legacy_api,1107,-33.40172208828109,-70.56098665525046,
legacy_api,1108,-33.402065957714846,-70.56167566922652,
legacy_api,1109,-33.40227223310576,-70.56224949502304,
