source,external_id,lat,lon,species
legacy_api,681,-33.407228127956195,-70.55466962666185,
legacy_api,682,-33.407228127956195,-70.55466962666185,
legacy_api,683,-33.40758,-70.5552939,
legacy_api,684,-33.4076102,-70.5553951,
legacy_api,685,-33.4078105,-70.5555817,
legacy_api,686,-33.407629,-70.555419,
legacy_api,687,-33.4075729,-70.5553984,
legacy_api,688,-33.4075026,-70.5553793,
legacy_api,689,-33.4074471,-70.555333,
legacy_api,690,-33.4072573,-70.5551313,
legacy_api,691,-33.4070577,-70.5549707,
legacy_api,692,-33.4064598,-70.5548853,
legacy_api,693,-33.4062997,-70.5547893,
legacy_api,694,-33.4061722,-70.5547201,
legacy_api,695,-33.4059665,-70.554735,
legacy_api,696,-33.4060093,-70.5546435,
legacy_api,697,-33.4060762,-70.554516,
legacy_api,698,-33.4079617,-70.556669,
legacy_api,699,-33.4085487,-70.5561645,
legacy_api,700,-33.4083048,-70.556109,
legacy_api,701,-33.4085228,-70.5560392,
legacy_api,702,-33.407498,-70.5567527,
legacy_api,703,-33.408761,-70.5558015,
legacy_api,704,-33.4086167,-70.5559113,
legacy_api,705,-33.4087076,-70.5557732,
legacy_api,706,-33.4087873,-70.5555725,
legacy_api,707,-33.4088583,-70.5552434,
legacy_api,708,-33.4088441,-70.555009,
legacy_api,709,-33.4088167,-70.5554767,
legacy_api,710,-33.4089543,-70.5550562,
legacy_api,711,-33.4088292,-70.5552275,
legacy_api,712,-33.4089664,-70.5551305,
legacy_api,713,-33.408996,-70.5549849,
legacy_api,714,-33.409077,-70.5546441,
legacy_api,715,-33.4090244,-70.5548457,
legacy_api,716,-33.409137,-70.5546377,
legacy_api,717,-33.4091445,-70.5546051,
legacy_api,718,-33.4091736,-70.5545665,
legacy_api,719,-33.4091079,-70.5545276,
legacy_api,720,-33.4091727,-70.5540675,
legacy_api,721,-33.4091443,-70.5536746,
legacy_api,722,-33.4092369,-70.5536316,
legacy_api,723,-33.4092916,-70.5534515,
legacy_api,724,-33.4093569,-70.5534206,
legacy_api,725,-33.4096556,-70.5526992,
legacy_api,726,-33.4096483,-70.5526804,
legacy_api,727,-33.409699,-70.55248,
legacy_api,728,-33.4040421,-70.5550266,
legacy_api,729,-33.4040232,-70.5549498,
legacy_api,730,-33.4037544,-70.5550868,
legacy_api,731,-33.4037516,-70.5549286,
legacy_api,732,-33.4037306,-70.555249,
legacy_api,733,-33.4037097,-70.5551275,
legacy_api,734,-33.4037139,-70.5552284,
legacy_api,735,-33.4036809,-70.5552818,
legacy_api,736,-33.4036233,-70.5547242,
legacy_api,737,-33.4035182,-70.5544793,
legacy_api,738,-33.4037412,-70.5533863,
legacy_api,739,-33.4033683,-70.5530581,
legacy_api,740,-33.4031059,-70.5529101,
legacy_api,741,-33.4025814,-70.5523351,
legacy_api,742,-33.4073273,-70.5451293,
legacy_api,743,-33.400507,-70.5557316,
legacy_api,744,-33.4072183,-70.5450949,
legacy_api,745,-33.4073334,-70.5450853,
legacy_api,746,-33.4153506,-70.5599023,
legacy_api,747,-33.4097717,-70.5422033,
legacy_api,748,-33.4098117,-70.5421867,
legacy_api,749,-33.4006352,-70.5556217,
legacy_api,750,-33.4100765,-70.5420637,
legacy_api,751,-33.4113701,-70.5415242,
legacy_api,752,-33.4121417,-70.5412583,
legacy_api,753,-33.4124034,-70.5411318,
legacy_api,754,-33.4006805,-70.5555181,
legacy_api,755,-33.4139318,-70.5403191,
legacy_api,756,-33.41423,-70.5402383,
legacy_api,757,-33.4003325,-70.5553335,
legacy_api,758,-33.414645,-70.5399283,
legacy_api,759,-33.41476,-70.5398933,
legacy_api,760,-33.4149017,-70.53985,
legacy_api,761,-33.4004274,-70.5556318,
legacy_api,762,-33.4155077,-70.5395698,
legacy_api,763,-33.4155892,-70.5395364,
legacy_api,764,-33.4002498,-70.5555631,
legacy_api,765,-33.4003602,-70.5556753,
legacy_api,766,-33.4003669,-70.5558858,
legacy_api,767,-33.4004633,-70.55566,
legacy_api,768,-33.4002072,-70.5558254,
legacy_api,769,-33.4004113,-70.5557248,
legacy_api,770,-33.4002591,-70.5558283,
legacy_api,771,-33.4000314,-70.5559257,
legacy_api,772,-33.4000811,-70.5558949,
legacy_api,773,-33.4000656,-70.5559082,
legacy_api,774,-33.3999824,-70.5559607,
legacy_api,775,-33.3999139,-70.5559941,
legacy_api,776,-33.3999015,-70.555935,
legacy_api,777,-33.3999909,-70.5559421,
legacy_api,778,-33.3998389,-70.5559779,
legacy_api,779,-33.3998443,-70.5559301,
legacy_api,780,-33.3998286,-70.5560004,
legacy_api,781,-33.3998941,-70.5558985,
legacy_api,782,-33.3993197,-70.5562109,
legacy_api,783,-33.3992806,-70.5563113,
legacy_api,784,-33.3992711,-70.5563403,
legacy_api,785,-33.3993897,-70.5557675,
legacy_api,786,-33.3993049,-70.5562249,
legacy_api,787,-33.3991023,-70.5563944,
legacy_api,788,-33.3992724,-70.556386,
legacy_api,789,-33.3990793,-70.5562879,
legacy_api,790,-33.3991995,-70.5565064,
legacy_api,791,-33.3993305,-70.556062,
legacy_api,792,-33.3990414,-70.5560799,
legacy_api,793,-33.3994078,-70.5558064,
legacy_api,794,-33.3989287,-70.5559714,
legacy_api,795,-33.3989129,-70.5558495,
legacy_api,796,-33.3990182,-70.555837,
legacy_api,797,-33.3988514,-70.5558945,
legacy_api,798,-33.3987864,-70.5558771,
legacy_api,799,-33.42930215536856,-70.55467181629103,
legacy_api,800,-33.4081941,-70.5559849,
legacy_api,801,-33.4080604,-70.5560263,
legacy_api,802,-33.4078647,-70.556035,
legacy_api,803,-33.4080074,-70.5559587,
legacy_api,804,-33.4080127,-70.5559968,
legacy_api,805,-33.4077585,-70.5564093,
legacy_api,806,-33.4080466,-70.5560742,
legacy_api,807,-33.4162915,-70.5571619,
legacy_api,808,-33.4163945,-70.5571319,
legacy_api,809,-33.4163701,-70.5570554,
legacy_api,810,-33.416229,-70.5587404,
legacy_api,811,-33.4160676,-70.5587404,
legacy_api,812,-33.4160687,-70.5592249,
legacy_api,813,-33.4160369,-70.5592153,
legacy_api,814,-33.4159932,-70.5592491,
legacy_api,815,-33.4158459,-70.5597677,
legacy_api,816,-33.4158324,-70.5597387,
legacy_api,817,-33.4157768,-70.5597464,
legacy_api,818,-33.4157501,-70.559722,
legacy_api,819,-33.4155667,-70.5596849,
legacy_api,820,-33.4152824,-70.5597225,
legacy_api,821,-33.4154857,-70.5598209,
legacy_api,822,-33.4151673,-70.5594714,
legacy_api,823,-33.4152495,-70.5596203,
legacy_api,824,-33.4147182,-70.559429,
legacy_api,825,-33.4153912,-70.5600609,
legacy_api,826,-33.4139826,-70.55929,
legacy_api,827,-33.4144878,-70.5590581,
legacy_api,828,-33.4143898,-70.5590253,
legacy_api,829,-33.4144585,-70.5590367,
legacy_api,830,-33.4141152,-70.5590943,
legacy_api,831,-33.4141353,-70.5590711,
legacy_api,832,-33.414044,-70.5592346,
legacy_api,833,-33.4138993,-70.5596835,
legacy_api,834,-33.4140375,-70.5592662,
legacy_api,835,-33.4138332,-70.5601946,
legacy_api,836,-33.4138434,-70.560256,
legacy_api,837,-33.4138431,-70.5585572,
legacy_api,838,-33.4140069,-70.5587765,
legacy_api,839,-33.4140926,-70.5589699,
legacy_api,840,-33.4141988,-70.5590491,
legacy_api,841,-33.4137591,-70.5583688,
legacy_api,842,-33.4141985,-70.5590733,
legacy_api,843,-33.4140593,-70.5588977,
legacy_api,844,-33.414333,-70.5583619,
legacy_api,845,-33.427003509781265,-70.5638494386158,
legacy_api,846,-33.42688304853937,-70.56382371256524,
legacy_api,847,-33.4269099,-70.5638276,
legacy_api,848,-33.42573350253448,-70.56380927944824,
legacy_api,849,-33.425812392063044,-70.56384769307346,
legacy_api,850,-33.4257938887738,-70.56383822209732,
legacy_api,851,-33.4258815,-70.5636437,
legacy_api,852,-33.4258479,-70.5636319,
legacy_api,853,-33.425102456868906,-70.56416616753422,
legacy_api,854,-33.42559698012502,-70.56387057210284,
legacy_api,855,-33.42503624355063,-70.56418245824712,
legacy_api,856,-33.42460004966564,-70.56391894212055,
legacy_api,857,-33.424581629928504,-70.56397104974135,
legacy_api,858,-33.424428019041514,-70.56417081023007,
legacy_api,859,-33.424491,-70.5643648,
legacy_api,860,-33.4242984,-70.5641934,
legacy_api,861,-33.4243915,-70.564103,
legacy_api,862,-33.424273179139156,-70.56406648245427,
legacy_api,863,-33.424393084428,-70.56396788675679,
legacy_api,864,-33.4243113,-70.5642633,
legacy_api,865,-33.42447477007568,-70.56400746998662,
legacy_api,866,-33.40012060798048,-70.56809412150496,
legacy_api,867,-33.39787713454923,-70.56840696130801,
legacy_api,868,-33.39788767440622,-70.56813149536038,
legacy_api,869,-33.39743015289364,-70.56803433231725,
legacy_api,870,-33.4058229,-70.5521796,
legacy_api,871,-33.39738758504374,-70.56572382934692,
legacy_api,872,-33.397651614160544,-70.56509864926316,
legacy_api,873,-33.4058728,-70.5519942,
legacy_api,874,-33.39808858648963,-70.56507418385965,
legacy_api,875,-33.4058245,-70.5520273,
legacy_api,876,-33.4042845,-70.5511573,
legacy_api,877,-33.4055063,-70.5501056,
legacy_api,878,-33.39650767438089,-70.5625698771473,
legacy_api,879,-33.410929,-70.5565719,
legacy_api,880,-33.4172596,-70.5415787,
legacy_api,881,-33.4175701,-70.5415781,
legacy_api,882,-33.4176229,-70.5416163,
legacy_api,883,-33.4180517,-70.5415234,
legacy_api,884,-33.4106406,-70.5551287,
legacy_api,885,-33.4187436,-70.5414252,
legacy_api,886,-33.3994063,-70.5542408,
legacy_api,887,-33.3994182,-70.5547171,
legacy_api,888,-33.399305056574434,-70.55475591902443,
legacy_api,889,-33.399311125948465,-70.55436846392983,
legacy_api,890,-33.399334214905956,-70.55457012824753,
legacy_api,891,-33.3994745,-70.554094,
legacy_api,892,-33.3995671,-70.5541718,
legacy_api,893,-33.3994759,-70.5537811,
legacy_api,894,-33.3995406,-70.5537768,
legacy_api,895,-33.3996306,-70.5535678,
legacy_api,896,-33.399875,-70.5535205,
legacy_api,897,-33.399347,-70.5535018,
legacy_api,898,-33.3992088,-70.5534107,
legacy_api,899,-33.3990163,-70.5533827,
legacy_api,900,-33.3989624,-70.5532108,
legacy_api,901,-33.3993,-70.5536587,
legacy_api,902,-33.3991009,-70.5533066,
legacy_api,903,-33.3991061,-70.5532574,
