instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,seed,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n200,200,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,59.0,1,4,0,0,7887,0.809,648,6985,8136,8630,2,0.092,9.25,0.247,0.738,0.556,4409,4541,3346,4801,120.12,0.015,0.033,0.089,119.913,0.001
battery-n200,200,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,59.0,2,4,0,0,8026,0.724,950,6686,8050,9239,4,0.18,18.75,0.251,0.741,0.556,4548,4541,3485,4800,120.12,0.012,0.037,0.091,119.909,0.001
battery-n200,200,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,59.0,3,4,0,0,8137,0.651,1375,6532,7782,10040,3,0.048,3.0,0.253,0.744,0.556,4659,4541,3596,4800,120.11,0.017,0.032,0.083,119.919,0.001
battery-n200,200,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,59.0,4,4,0,0,8542,0.766,794,6811,8419,8893,5,0.302,14.0,0.262,0.753,0.556,5064,4541,4001,4800,120.11,0.013,0.032,0.087,119.915,0.001
battery-n200,200,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,59.0,5,4,0,0,8072,0.835,583,7133,8196,8547,6,0.099,16.5,0.252,0.742,0.556,4594,4541,3531,4801,120.14,0.021,0.036,0.096,119.905,0.002
battery-n400,400,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,46.7,1,6,0,0,13066,0.911,282,9644,10229,10590,8,0.545,47.5,0.214,0.943,0.741,7534,7477,5589,120,120.3,0.046,0.146,0.282,119.684,0.003
battery-n400,400,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,46.7,2,6,0,0,12871,0.821,696,8827,10544,10748,8,0.17,15.17,0.211,0.939,0.741,7339,7477,5394,960,120.32,0.042,0.15,0.284,119.727,0.002
battery-n400,400,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,46.7,3,6,0,0,13451,0.874,468,9411,10442,10765,4,0.314,23.5,0.219,0.948,0.741,7919,7477,5974,120,120.3,0.044,0.134,0.275,119.727,0.002
battery-n400,400,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,46.7,4,6,0,0,13244,0.874,459,9308,10332,10649,7,0.515,39.0,0.216,0.945,0.741,7712,7477,5767,0,120.31,0.045,0.134,0.279,119.722,0.002
battery-n400,400,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,46.7,5,6,0,0,12757,0.821,638,8827,10356,10751,4,0.336,51.83,0.21,0.938,0.741,7225,7477,5280,960,120.34,0.051,0.148,0.3,119.701,0.002
battery-n800,800,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,35.4,1,12,0,0,22451,0.717,1059,7708,10401,10755,1,0.56,77.92,0.19,0.914,0.741,13488,12392,10059,3120,121.01,0.196,0.555,0.957,119.064,0.004
battery-n800,800,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,35.4,2,12,0,0,22409,0.678,1020,7272,10280,10723,3,0.326,56.75,0.189,0.914,0.741,13446,12392,10017,3361,121.04,0.208,0.583,0.968,119.034,0.003
battery-n800,800,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,35.4,3,12,0,0,21037,0.752,871,8084,9960,10744,3,0.245,23.92,0.18,0.903,0.741,12074,12392,8645,1920,120.96,0.179,0.546,0.965,119.038,0.004
battery-n800,800,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,35.4,4,12,0,0,22259,0.664,1009,7093,10232,10683,2,0.365,56.67,0.188,0.913,0.741,13296,12392,9867,2520,121.07,0.188,0.551,0.956,119.121,0.004
battery-n800,800,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,35.4,5,12,0,0,21997,0.706,895,7597,10114,10764,6,0.553,60.92,0.186,0.91,0.741,13034,12392,9605,1320,120.94,0.181,0.531,1.026,118.989,0.003
battery-n1000,1000,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,34.7,1,15,0,0,26589,0.739,906,7933,10008,10737,7,0.589,52.53,0.181,0.905,0.741,15637,15438,11151,1561,121.45,0.281,0.853,1.45,118.572,0.005
battery-n1000,1000,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,34.7,2,15,0,0,26874,0.638,1149,6868,10244,10767,6,0.426,59.73,0.183,0.907,0.741,15922,15438,11436,2880,121.48,0.308,0.863,1.568,118.437,0.004
battery-n1000,1000,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,34.7,3,15,0,0,27202,0.784,818,8406,10207,10721,9,0.483,83.33,0.185,0.909,0.741,16250,15438,11764,360,121.43,0.288,0.842,1.474,118.531,0.004
battery-n1000,1000,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,34.7,4,15,0,0,27344,0.638,1232,6861,10292,10762,11,0.324,32.0,0.186,0.909,0.741,16392,15438,11906,3840,121.52,0.282,0.949,1.525,118.499,0.005
battery-n1000,1000,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,34.7,5,15,0,0,26158,0.628,1038,6762,10153,10764,7,0.413,46.87,0.179,0.902,0.741,15206,15438,10720,2040,121.46,0.281,0.854,1.466,118.538,0.005
battery-sparse-n250,250,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,85.8,1,5,0,0,16623,0.751,868,7921,9181,10551,2,0.213,16.4,0.357,0.863,0.556,8213,11132,5491,6000,120.14,0.02,0.05,0.127,119.875,0.001
battery-sparse-n250,250,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,85.8,2,5,0,0,16319,0.581,1607,6230,10113,10719,0,0.255,20.2,0.352,0.858,0.556,7909,11132,5187,6120,120.13,0.018,0.05,0.116,119.876,0.001
battery-sparse-n250,250,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,85.8,3,5,0,0,15145,0.625,1473,6733,9496,10770,1,0.344,14.8,0.335,0.836,0.556,6735,11132,4013,6120,120.14,0.017,0.05,0.124,119.877,0.001
battery-sparse-n250,250,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,85.8,4,5,0,0,15731,0.712,1060,7246,9560,10179,0,0.238,20.2,0.344,0.847,0.556,7321,11132,4599,6000,120.18,0.018,0.066,0.119,119.883,0.001
battery-sparse-n250,250,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,85.8,5,5,0,0,15352,0.653,1234,6842,9346,10473,1,0.075,2.6,0.339,0.84,0.556,6942,11132,4220,6000,120.15,0.021,0.057,0.139,119.863,0.001
battery-sparse-n500,500,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,56.9,1,8,0,0,23764,0.931,256,10022,10532,10769,2,0.439,68.0,0.284,0.97,0.694,14302,13517,10247,1081,120.52,0.074,0.219,0.399,119.675,0.003
battery-sparse-n500,500,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,56.9,2,8,0,0,22447,0.891,434,9580,10427,10754,1,0.296,49.88,0.272,0.954,0.694,12985,13517,8930,840,120.46,0.078,0.225,0.465,119.538,0.003
battery-sparse-n500,500,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,56.9,3,8,0,0,21262,0.845,564,9021,10342,10673,0,0.311,20.5,0.262,0.94,0.694,11800,13517,7745,720,120.48,0.08,0.22,0.414,119.59,0.002
battery-sparse-n500,500,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,56.9,4,8,0,0,21832,0.916,262,9721,10231,10608,1,0.257,52.62,0.267,0.947,0.694,12370,13517,8315,1200,120.45,0.071,0.217,0.442,119.561,0.003
battery-sparse-n500,500,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,56.9,5,8,0,0,20657,0.734,932,7879,10520,10729,1,0.6,37.5,0.256,0.933,0.694,11195,13517,7140,1920,120.44,0.077,0.229,0.46,119.531,0.003
area-26-n157,157,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,48.1,1,3,0,0,4485,0.846,541,7037,7967,8321,0,0.048,4.0,0.192,0.72,0.581,2102,3618,867,2760,120.1,0.007,0.022,0.061,119.941,0.001
area-26-n157,157,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,48.1,2,3,0,0,4375,0.832,592,6927,7967,8321,1,0.048,4.0,0.188,0.716,0.581,1992,3618,757,2760,120.09,0.01,0.028,0.055,119.946,0.001
area-26-n157,157,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,48.1,3,3,0,0,4277,0.794,759,6935,7444,8738,0,0.034,3.67,0.185,0.713,0.581,1894,3618,659,2760,120.08,0.01,0.019,0.057,119.945,0.001
area-26-n157,157,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,48.1,4,3,0,0,4376,0.833,591,6928,7967,8321,0,0.048,4.0,0.188,0.716,0.581,1993,3618,758,2760,120.08,0.008,0.018,0.053,119.949,0.001
area-26-n157,157,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,48.1,5,3,0,0,4272,0.793,760,6933,7441,8738,0,0.034,3.67,0.185,0.713,0.581,1889,3618,654,2760,120.08,0.007,0.019,0.06,119.942,0.001
area-27-n72,72,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,29.8,1,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.04,0.003,0.006,0.02,119.981,0.001
area-27-n72,72,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,29.8,2,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.04,0.002,0.005,0.022,119.98,0.0
area-27-n72,72,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,29.8,3,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.03,0.002,0.011,0.02,119.97,0.0
area-27-n72,72,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,29.8,4,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.05,0.002,0.008,0.021,119.98,0.0
area-27-n72,72,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,29.8,5,1,0,0,1481,1.0,0,10121,10121,10121,0,0.0,0.0,0.146,0.937,0.8,942,1303,178,0,120.04,0.002,0.005,0.02,119.981,0.0
area-29-n43,43,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,27.6,1,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.02,0.001,0.002,0.009,93.993,0.0
area-29-n43,43,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,27.6,2,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.03,0.001,0.002,0.009,93.99,0.0
area-29-n43,43,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,27.6,3,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.03,0.002,0.002,0.01,93.991,0.0
area-29-n43,43,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,27.6,4,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.02,0.001,0.002,0.009,93.992,0.0
area-29-n43,43,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,27.6,5,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,94.03,0.001,0.002,0.009,93.992,0.0
reference-n1607,1607,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,44.1,1,25,0,0,65079,0.823,439,8835,10423,10731,19,0.448,136.88,0.252,0.955,0.714,38023,30823,34256,9240,123.45,0.745,2.2,3.439,116.568,0.007
reference-n1607,1607,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,44.1,2,25,0,0,65828,0.794,532,8545,10558,10758,30,0.486,108.88,0.254,0.958,0.714,38772,30823,35005,10560,123.48,0.721,2.256,3.663,116.37,0.008
reference-n1607,1607,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,44.1,3,25,0,0,63803,0.671,788,7201,10535,10737,29,0.44,90.6,0.249,0.951,0.714,36747,30823,32980,10921,123.44,0.757,2.2,3.77,116.237,0.008
reference-n1607,1607,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,44.1,4,25,0,0,62965,0.859,487,9221,10434,10739,27,0.574,98.12,0.246,0.947,0.714,35909,30823,32142,9120,123.41,0.718,2.193,3.636,116.371,0.007
reference-n1607,1607,config,feasible-floor-b095-stops10,spatial_term,feasible-floor-b095-stops10,0,3,100000,,0,False,0.0,44.1,5,25,0,1,64728,0.862,493,9269,10519,10753,18,0.386,185.36,0.251,0.954,0.714,37672,30823,33905,9241,123.42,0.758,2.144,3.449,116.558,0.008
